census_block_group,date_range_start,date_range_end,raw_visit_count,raw_visitor_count,visitor_home_cbgs,visitor_work_cbgs,distance_from_home,related_same_day_brand,related_same_month_brand,top_brands,popularity_by_hour,popularity_by_day
60290049011,1538352000,1541030400,16169,3290,"{""060290046042"":131,""060290049022"":81,""060290046044"":79,""060290050041"":70,""060290049021"":55,""060290049023"":52,""060290048004"":50}","{""060290046044"":73,""060290046042"":56}",16309,"[""Kmart"",""Chevron""]","[""walmart"",""mcdonalds"",""Chevron"",""Jack in the Box"",""SUBWAY"",""Fastrip"",""Kmart"",""Taco Bell"",""starbucks"",""Denny's""]","[""Kmart"",""Chevron"",""Burger King US"",""Holiday Inn Express""]","[1430,1379,1350,1321,1303,1386,1719,1662,1236,1392,1209,1291,1486,1438,1342,1702,1977,1959,1989,1887,1786,1785,1665,1464]","{""Monday"":2376,""Tuesday"":2507,""Wednesday"":2453,""Thursday"":1984,""Friday"":2341,""Saturday"":2239,""Sunday"":2269}"
60371112042,1538352000,1541030400,95671,24873,"{""060371082021"":291,""060371081021"":187,""060371082012"":146,""061110083051"":126,""060371112041"":125,""060371081011"":99,""060379203381"":96,""060371133012"":96,""060371081031"":91,""060379203391"":91,""060371153012"":87,""060379200431"":86,""060371082011"":85,""061110079031"":78,""060371081041"":77,""060371066431"":75,""061110085003"":71,""060371133221"":69,""060371132131"":69,""060371134212"":69,""060371134011"":68,""061110075121"":66,""060371133211"":64,""060371112023"":63,""060371066452"":62,""060371341012"":61,""060371112043"":61,""060379200281"":60,""060371131021"":60,""060371132111"":60,""060371133031"":59,""060371134213"":59,""060371133222"":58,""060371081032"":57,""060371153021"":57,""060371066411"":56,""060371151042"":56,""061110075073"":56,""060379201071"":55,""060371153011"":55,""060371064061"":54,""060371112012"":54,""060371341011"":53,""060371113013"":53,""060371132112"":53,""061110083022"":53,""060371113022"":52,""060371061141"":52,""060371111002"":51,""060371066032"":51,""060379203031"":50,""060371132371"":50,""060371061122"":50}","{""060371133032"":254,""060371151031"":252,""060371113014"":231,""060371371041"":126,""060371132371"":125,""060379201071"":110,""060371112041"":96,""060371134212"":93,""060371349051"":93,""060379203391"":87,""060371344222"":86,""060371091002"":82,""060371133012"":80,""060371316001"":78,""060371133211"":72,""060371133221"":70,""061110077001"":67,""060371370002"":62,""061110083063"":61,""061110076142"":59,""060372077101"":56,""060371131011"":56,""060379201081"":55,""060371082021"":55,""061110061002"":55,""060371371032"":53,""060372653011"":53,""061110085003"":52,""060371113013"":50}",13532,[],"[""starbucks"",""mcdonalds"",""In-N-Out Burger"",""Target"",""Costco Wholesale Corp."",""Chevron"",""ARCO"",""SUBWAY"",""Ralphs"",""Jack in the Box""]",[],"[2966,2635,2504,2484,2726,3534,4835,9674,6803,5321,5155,5351,5971,6547,7253,9550,8970,9306,8398,6956,5651,5100,4107,3336]","{""Monday"":14727,""Tuesday"":15526,""Wednesday"":14656,""Thursday"":12855,""Friday"":13904,""Saturday"":12460,""Sunday"":11543}"
60374027031,1538352000,1541030400,36827,9152,"{""060374027032"":87,""060374027021"":66,""060374020021"":55,""060374027061"":54,""060374027052"":54,""060710003014"":53,""060710002031"":50}","{""060710127001"":66,""060374018003"":62,""060374024041"":54}",9508,"[""In-N-Out Burger""]","[""ARCO"",""starbucks"",""mcdonalds"",""Jack in the Box"",""In-N-Out Burger"",""7-Eleven US"",""Chevron"",""Target"",""walmart"",""99 Cents Only Stores""]","[""In-N-Out Burger"",""Popeyes Louisiana Kitchen"",""7-Eleven US"",""Carl's Jr.""]","[2819,2614,2469,2407,2429,2520,2764,3252,2910,2910,2901,3116,3178,3358,3451,3787,3903,4161,4137,3840,3432,3261,2984,2957]","{""Monday"":5537,""Tuesday"":5746,""Wednesday"":5329,""Thursday"":4556,""Friday"":5296,""Saturday"":5304,""Sunday"":5059}"
60375405022,1538352000,1541030400,14489,2807,"{""060375405021"":75,""060375416043"":59}",{},4982,"[""ARCO""]","[""mcdonalds"",""ARCO"",""Jack in the Box"",""7-Eleven US"",""Chevron"",""starbucks"",""walmart"",""Food 4 Less"",""99 Cents Only Stores"",""Target""]",[],"[2043,1958,1867,1863,1861,1833,1858,1871,1622,1453,1381,1358,1381,1416,1559,1746,1778,1939,1969,2020,2035,2018,2113,2099]","{""Monday"":2364,""Tuesday"":2293,""Wednesday"":2122,""Thursday"":1760,""Friday"":2022,""Saturday"":1898,""Sunday"":2030}"
60379001021,1538352000,1541030400,32239,13355,"{""060379001033"":71,""060379001032"":62,""060379005042"":58,""060379001041"":55,""060379003001"":50}","{""060290057001"":58}",39801,[],"[""ARCO""]",[],"[3065,3177,3032,2828,2961,3145,3273,3473,3291,3359,3222,3321,3360,3479,3451,3335,3105,3172,3210,2998,3063,3162,3223,3250]","{""Monday"":4480,""Tuesday"":4982,""Wednesday"":5382,""Thursday"":4508,""Friday"":4581,""Saturday"":4448,""Sunday"":3858}"
60379200311,1538352000,1541030400,58310,11768,"{""060379200431"":356,""060379200281"":264,""060379200372"":160,""060379200401"":137,""060379200321"":136,""060379200301"":135,""060379200422"":131,""060379200203"":119,""060379108071"":111,""060379200302"":106,""060379200411"":106,""060379200231"":104,""060379200341"":103,""060379201071"":101,""060379200351"":99,""060379203391"":96,""060379108101"":92,""060379200381"":90,""060379201141"":88,""060379200371"":87,""060379201081"":84,""060379200373"":83,""060379108072"":82,""060379200355"":81,""060379200162"":80,""060379200421"":75,""060379200132"":72,""060379200291"":71,""060379200382"":67,""060379203381"":64,""060379108131"":61,""060379200152"":60,""060379200312"":57,""060379200353"":56,""060379108081"":56,""060379108041"":55,""060379108091"":55,""060379200391"":55,""060379108082"":54,""060379200452"":54,""060379201091"":51,""060379102061"":51,""060379108132"":50}","{""060379201071"":165,""060379203391"":110,""060379200293"":108,""060379201081"":108,""060379200314"":106,""060379203302"":98,""060379200441"":82,""060379200312"":76,""060379203142"":73,""060379200362"":67,""060379203361"":61,""060379200431"":59,""060379203291"":58,""060379201061"":51}",10342,[],"[""starbucks"",""mcdonalds"",""In-N-Out Burger"",""walmart"",""Target"",""SUBWAY"",""Jack in the Box"",""ARCO"",""Shell Oil"",""7-Eleven US""]","[""Dunkin' Donuts""]","[1586,1404,1295,1315,1693,2496,3646,4547,4488,3109,3390,3597,3957,3961,4395,5240,4678,4890,4915,4333,3330,2708,2299,1863]","{""Monday"":9212,""Tuesday"":9475,""Wednesday"":8992,""Thursday"":7607,""Friday"":8253,""Saturday"":7547,""Sunday"":7224}"
60530002004,1538352000,1541030400,21547,4568,"{""060530106032"":139,""060530001022"":114,""060530106031"":101,""060530001023"":82,""060530106051"":76,""060530001042"":71,""060530106042"":71,""060530106062"":62,""060530002003"":61,""060530001021"":57,""060530004002"":55,""060530002001"":55,""060530106041"":54}","{""060530145001"":65,""060530013001"":57,""060530106051"":57,""060530106081"":53}",3334,"[""7-Eleven US"",""Camping World"",""starbucks"",""Costco Wholesale Corp.""]","[""starbucks"",""mcdonalds"",""Costco Wholesale Corp."",""walmart"",""Dollar Tree"",""7-Eleven US"",""Chevron"",""Jack in the Box"",""Safeway"",""ARCO""]","[""Aflac (American Family Life Assurance)""]","[1529,1483,1431,1438,1395,1513,1604,2175,1943,1696,1754,1632,1862,1770,1903,2276,2158,2402,2421,2218,1930,1849,1752,1599]","{""Monday"":3453,""Tuesday"":3635,""Wednesday"":3283,""Thursday"":2794,""Friday"":3021,""Saturday"":2646,""Sunday"":2715}"
60590754041,1538352000,1541030400,34815,9009,"{""060590757012"":68,""060590754051"":64,""060590757014"":60,""060590757031"":56,""060590758082"":54,""060590754042"":53,""060590757032"":52,""060590758064"":51,""060590757011"":50}","{""060590755151"":109,""060590744031"":92,""060590626102"":90,""060590757031"":85,""060590754033"":81,""060590755041"":51,""060590758161"":51}",8198,"[""Stater Bros. Markets"",""Del Taco"",""starbucks""]","[""starbucks"",""Target"",""mcdonalds"",""Chevron"",""ARCO"",""In-N-Out Burger"",""Costco Wholesale Corp."",""Del Taco"",""7-Eleven US"",""Jack in the Box""]","[""Stater Bros. Markets"",""Del Taco"",""Pizza Hut"",""Cricket Wireless""]","[1830,1717,1680,1651,1667,1804,2500,4060,3486,2790,2522,2793,3111,3056,3054,3174,3502,3686,3491,2818,2488,2286,2137,1970]","{""Monday"":5588,""Tuesday"":5781,""Wednesday"":5681,""Thursday"":4522,""Friday"":5065,""Saturday"":4279,""Sunday"":3899}"
60650422132,1538352000,1541030400,80170,30109,"{""060650426202"":188,""060650426191"":166,""060650465001"":155,""060650427261"":125,""060650426221"":115,""060650424101"":112,""060650490002"":109,""060650426212"":106,""060650422141"":103,""060650425062"":98,""060650425061"":97,""060650426231"":90,""060650487001"":90,""060650438231"":88,""060650420131"":86,""060650424021"":80,""060650427312"":80,""060650426241"":79,""060650509001"":79,""060650422121"":77,""060650427241"":73,""060650467001"":71,""060650511002"":71,""060650432402"":70,""060650435171"":69,""060650465003"":68,""060650427331"":68,""060650427392"":68,""060650426181"":67,""060650422102"":66,""060650422091"":66,""060650426173"":65,""060650489021"":65,""060650513002"":63,""060650427381"":63,""060650422131"":62,""060650426211"":62,""060650465004"":61,""060650420121"":61,""060650422142"":60,""060650424051"":60,""060650420143"":58,""060650425201"":58,""060650427153"":56,""060650424031"":56,""060650422122"":55,""060650489011"":54,""060650427441"":54,""060650427382"":52,""060650427321"":51,""060650483002"":51,""060650435041"":51,""060650483001"":51,""060650432351"":50,""060650424011"":50,""060650432472"":50,""060650425071"":50}","{""060650465001"":523,""060650422092"":135,""060710127001"":119,""060710021101"":103,""060650467001"":97,""060650426201"":86,""060650490002"":82,""060650426202"":77,""060650512002"":76,""060650406072"":76,""060650509001"":75,""060650424101"":73,""060650303002"":68,""060650420052"":68,""060650422091"":68,""060710022041"":61,""060650427431"":60,""060710072002"":59,""060650427261"":57,""060650426211"":57,""060710078001"":57,""060710124001"":54,""060650315012"":53,""060710018031"":50}",34716,"[""ARCO""]","[""ARCO"",""mcdonalds"",""starbucks"",""Jack in the Box"",""Chevron"",""walmart"",""SUBWAY"",""Del Taco"",""Target"",""In-N-Out Burger""]",[],"[1934,1757,1677,2004,2903,3644,5024,7200,6373,5439,5574,5435,5875,5935,6556,6217,5948,6039,4884,3991,3265,2981,2583,2319]","{""Monday"":12246,""Tuesday"":12535,""Wednesday"":11895,""Thursday"":10176,""Friday"":11624,""Saturday"":10901,""Sunday"":10793}"
60650432471,1538352000,1541030400,154211,18361,"{""060650432472"":485,""060650432402"":400,""060650432421"":337,""060650432572"":242,""060650432422"":213,""060650432462"":211,""060650432401"":200,""060650432351"":178,""060650432521"":163,""060650432651"":151,""060650432643"":145,""060650432442"":144,""060650432481"":139,""060650503002"":126,""060650432671"":125,""060650432392"":125,""060650432352"":107,""060650432182"":102,""060650432443"":100,""060650432522"":93,""060650432652"":92,""060650427331"":91,""060650432391"":91,""060650427261"":90,""060650432672"":90,""060650432171"":88,""060650432621"":86,""060650496003"":85,""060650427391"":79,""060650432571"":77,""060650496002"":75,""060650507001"":75,""060650505005"":71,""060650432503"":70,""060650427381"":70,""060650432641"":69,""060650432662"":68,""060650503003"":68,""060650507003"":67,""060650432222"":65,""060650432622"":63,""060650503004"":62,""060650432393"":62,""060650432273"":61,""060650444021"":59,""060650427392"":58,""060650432441"":56,""060650432915"":56,""060650432505"":55,""060650505003"":54,""060650497002"":53,""060650497003"":53,""060650503001"":52,""060650504005"":50}","{""060650512002"":266,""060650432621"":265,""060650432472"":166,""060650496001"":165,""060650432522"":161,""060650503001"":127,""060650432061"":114,""060650507001"":110,""060650432222"":106,""060650432643"":100,""060650432402"":94,""060650497001"":92,""060730187001"":87,""060650432563"":85,""060650432161"":82,""060650432503"":68,""060650498002"":67,""060650432171"":59,""060650432421"":58}",17295,[],"[""starbucks"",""ARCO"",""Chevron"",""In-N-Out Burger"",""Target"",""Costco Wholesale Corp."",""Jack in the Box"",""mcdonalds"",""walmart"",""Del Taco""]","[""Jazzercise""]","[5248,5041,4816,4890,5253,6070,8347,14435,14522,10490,10768,11708,13228,13585,16849,20418,17130,17249,15426,11408,10422,8658,6729,5792]","{""Monday"":22562,""Tuesday"":23320,""Wednesday"":23127,""Thursday"":19855,""Friday"":22472,""Saturday"":21918,""Sunday"":20957}"
60650452071,1538352000,1541030400,37526,7808,"{""060650452131"":156,""060650452171"":135,""060650495001"":123,""060650453042"":122,""060650453043"":105,""060650457051"":103,""060650452092"":98,""060650452072"":98,""060650455012"":82,""060650452241"":79,""060650452153"":75,""060650495002"":74,""060659404001"":74,""060650452091"":74,""060650453031"":72,""060650452172"":70,""060650451101"":67,""060650452262"":64,""060650452261"":61,""060650457031"":60,""060650451211"":56,""060650453021"":54,""060650452331"":53,""060650452282"":52,""060650491002"":51,""060650453041"":51,""060650455011"":50}","{""060650494001"":90,""060650452153"":78,""060650451191"":58,""060650495001"":58}",7483,[],"[""walmart"",""ARCO"",""starbucks"",""Del Taco"",""Costco Wholesale Corp."",""In-N-Out Burger"",""mcdonalds"",""Jack in the Box"",""Circle K Stores"",""TCBY""]","[""Mathis Brothers Furniture"",""mcdonalds"",""starbucks"",""GameStop"",""7-Eleven US"",""Carl's Jr."",""Del Taco"",""Domino's Pizza"",""Sizzler"",""O'Reilly Auto Parts""]","[2264,2128,2011,1901,1920,2002,2375,3660,3768,3831,4018,4331,4569,4213,4412,4124,3885,4299,4113,3676,3322,2884,2616,2311]","{""Monday"":6049,""Tuesday"":5916,""Wednesday"":5894,""Thursday"":4867,""Friday"":5762,""Saturday"":4763,""Sunday"":4275}"
60650464041,1538352000,1541030400,242700,49220,"{""060650427331"":631,""060650427153"":483,""060650430011"":290,""060650427321"":282,""060650432472"":247,""060650427171"":225,""060650427152"":218,""060650464031"":214,""060650497003"":193,""060650432402"":191,""060650432521"":190,""060650427261"":185,""060650432572"":185,""060650427421"":181,""060650432702"":181,""060650432761"":177,""060650430071"":171,""060650432711"":169,""060650432273"":169,""060650432421"":168,""060650432722"":159,""060650430101"":159,""060650432462"":143,""060650427391"":140,""060650432351"":136,""060650427392"":134,""060650427381"":131,""060650504005"":129,""060650427241"":128,""060650430082"":128,""060650505005"":128,""060650427431"":126,""060650427151"":125,""060650497002"":125,""060650427382"":124,""060650432422"":124,""060650503001"":124,""060650430091"":124,""060650427141"":123,""060650506004"":122,""060650432643"":116,""060650432401"":115,""060650503002"":115,""060650481001"":114,""060650432651"":114,""060650419113"":113,""060650432481"":111,""060650464022"":110,""060650507003"":110,""060650427162"":109,""060650432791"":107,""060650427082"":106,""060650432741"":105,""060650464052"":104,""060650430092"":101,""060650430102"":100,""060650507001"":98,""060650430062"":98,""060650497001"":98,""060650419112"":98,""060650496003"":97,""060650430051"":96,""060650427161"":95,""060650432352"":93,""060650464042"":93,""060650427312"":92,""060650427163"":91,""060650427332"":91,""060650432471"":90,""060650464051"":90,""060650432522"":90,""060650430081"":87,""060650496002"":86,""060650432652"":86,""060650430031"":85,""060650432503"":85,""060650432272"":84,""060650430061"":83,""060650430032"":82,""060650430012"":82,""060650427092"":80,""060650464021"":79,""060650427142"":79,""060650432282"":78,""060650430072"":77,""060650432442"":76,""060650432281"":76,""060650432672"":74,""060650432171"":73,""060650432784"":73,""060650505002"":73,""060650432671"":73,""060650503004"":72,""060730187001"":72,""060650498001"":71,""060650427371"":70,""060650505003"":70,""060650432222"":70,""060650432064"":70,""060650414091"":69,""060650432662"":69,""060650419111"":68,""060650419101"":68,""060650432543"":67,""060650432621"":66,""060650503003"":65,""060710019031"":65,""060650432163"":64,""060650432505"":64,""060650432182"":63,""060650427292"":63,""060650432915"":63,""060650432782"":63,""060650432114"":63,""060650512001"":62,""060730170301"":62,""060650464011"":62,""060650406072"":62,""060650432063"":61,""060650505001"":60,""060650432792"":60,""060650432571"":60,""060650507004"":59,""060650432292"":59,""060650406071"":59,""060650406092"":59,""060650464032"":58,""060650432392"":58,""060710020222"":58,""060650507002"":57,""060650430053"":56,""060650432501"":56,""060710023042"":55,""060650406133"":55,""060650432642"":55,""060650432783"":55,""060650427291"":55,""060650430033"":55,""060650464012"":55,""060650432701"":54,""060650432911"":54,""060730170321"":53,""060650432443"":53,""060650429011"":53,""060650429021"":52,""060650432504"":52,""060650504004"":51,""060650464033"":51,""060650432641"":50,""060650406111"":50,""060650414093"":50,""060650432271"":50,""060650432061"":50,""060650420071"":50,""060710020361"":50}","{""060650512002"":365,""060650497001"":279,""060650427431"":231,""060650432621"":218,""060650432061"":217,""060650503001"":203,""060650430053"":164,""060650432522"":154,""060650430062"":139,""060650498002"":137,""060650432472"":137,""060650427382"":135,""060650427421"":121,""060650507001"":117,""060710021101"":117,""060710127001"":114,""060650432741"":110,""060650496001"":106,""060650479003"":105,""060730187001"":105,""060590755151"":103,""060730170321"":94,""060730085111"":93,""060650432222"":91,""060650415001"":90,""060650427153"":85,""060650464032"":82,""060650427261"":80,""060650430091"":80,""060650432643"":79,""060650432161"":77,""060650497003"":77,""060650464051"":77,""060650432503"":72,""060730083461"":71,""060730203061"":70,""060590626102"":70,""060650498001"":68,""060650430031"":68,""060650432563"":65,""060650427331"":65,""060650466011"":65,""060650432064"":64,""060650430061"":64,""060650406072"":59,""060650512001"":58,""060650432171"":57,""060650504005"":57,""060590525181"":57,""060650418092"":55,""060650496003"":55,""060650430011"":55,""060590117141"":55,""060374024041"":54,""060650432471"":52,""060730083501"":51,""060650432402"":51,""060650315012"":50}",40726,"[""ARCO""]","[""starbucks"",""ARCO"",""Chevron"",""mcdonalds"",""In-N-Out Burger"",""Target"",""Jack in the Box"",""Costco Wholesale Corp."",""walmart"",""Del Taco""]","[""walmart"",""Stater Bros. Markets"",""Jersey Mike's"",""Jack in the Box"",""starbucks"",""Juice It Up!"",""Goodwill Industries"",""El Pollo Loco"",""Denny's"",""CVS""]","[7593,6959,6760,7194,8826,10076,13178,19987,15613,15360,16186,17202,17429,19172,21812,21167,21112,20986,19773,17305,15380,13104,10798,8824]","{""Monday"":35563,""Tuesday"":36563,""Wednesday"":34944,""Thursday"":30627,""Friday"":33606,""Saturday"":36844,""Sunday"":34553}"
60659409002,1538352000,1541030400,34853,9899,"{""060650449221"":118,""060650449041"":112,""060650449151"":77,""060650449261"":74,""060650445221"":61,""060650449311"":54,""060650449073"":53,""060650449321"":53,""060650449211"":51}","{""060659406001"":66,""060650451191"":62,""060650451181"":61,""060650447011"":56,""060650449221"":52,""060659406002"":51}",23586,"[""TCBY"",""ARCO""]","[""starbucks"",""ARCO"",""walmart"",""mcdonalds"",""Costco Wholesale Corp."",""Jack in the Box"",""Del Taco"",""In-N-Out Burger"",""Chevron"",""Target""]","[""Big Lots Stores"",""Motel 6"",""Ford Motor Company"",""Lincoln"",""Mazda"",""Red Lion Hotels"",""Denny's"",""Hanger Prosthetics & Orthotics""]","[868,794,781,710,772,916,1340,2245,2605,2551,2670,3065,3252,3145,2959,3160,3036,3059,2549,2064,1874,1629,1332,1031]","{""Monday"":5484,""Tuesday"":5627,""Wednesday"":5148,""Thursday"":4777,""Friday"":4951,""Saturday"":4794,""Sunday"":4072}"
60670070043,1538352000,1541030400,81880,27104,"{""060610213222"":176,""060610213094"":122,""060670071041"":120,""060670071022"":119,""060670070151"":106,""060610235001"":105,""060670070011"":100,""060670072041"":99,""060610229001"":96,""060670070182"":95,""060670070042"":93,""060670071062"":92,""060670070071"":90,""060610232001"":90,""060670070041"":88,""060670071042"":86,""060670067023"":82,""060670067021"":80,""060670070162"":76,""060670070161"":74,""060670071052"":73,""060670068001"":73,""060670070142"":72,""060670070191"":71,""060670070073"":68,""060610213093"":67,""060670067012"":66,""060670065004"":65,""060670074212"":64,""060670067014"":64,""060670070201"":63,""060670068002"":63,""060610226001"":62,""060670071063"":62,""060670066002"":62,""060670071031"":62,""060670067025"":60,""060670067011"":60,""060610213092"":60,""060670071051"":60,""060670070121"":59,""060670071072"":58,""060610230001"":58,""060670067024"":58,""060610228001"":58,""060610231003"":55,""060670060031"":54,""060610207172"":51,""060610211312"":51,""060670074211"":51,""060610224001"":50,""060670070113"":50}","{""060670070191"":327,""060670011011"":250,""060670073013"":124,""061130102034"":124,""060610207171"":121,""060670075042"":109,""060670090101"":98,""060610230001"":90,""060670071032"":89,""060670053011"":81,""060670052012"":81,""061130105011"":76,""060670008001"":69,""060670092011"":64,""060670070114"":61,""060610211092"":60,""060670065002"":58,""061130101021"":58,""060670052051"":57,""060670017003"":53,""060610213222"":52,""060610206051"":52,""060610213093"":51}",22268,[],"[""starbucks"",""Chevron"",""walmart"",""mcdonalds"",""ARCO"",""Costco Wholesale Corp."",""Taco Bell"",""In-N-Out Burger"",""Target"",""Shell Oil""]","[""Dollar Tree"",""mcdonalds"",""GameStop"",""Foods Co."",""ARCO""]","[2975,2672,2535,2467,2697,3259,4107,5729,5712,4873,5177,5494,6106,6235,6589,7460,8241,8499,7068,5853,5108,4569,3972,3471]","{""Monday"":12631,""Tuesday"":12963,""Wednesday"":12773,""Thursday"":10756,""Friday"":11893,""Saturday"":10686,""Sunday"":10178}"
60710008143,1538352000,1541030400,93223,33162,"{""060710020222"":319,""060710023042"":294,""060710020361"":219,""060710027042"":201,""060710027061"":182,""060710020101"":164,""060710020221"":145,""060710023041"":130,""060710020331"":127,""060710023012"":122,""060710023043"":118,""060710020342"":111,""060710008192"":105,""060710100172"":104,""060710020341"":101,""060710020172"":99,""060710020171"":99,""060710020103"":90,""060710020111"":89,""060710091121"":88,""060710020332"":87,""060710020351"":86,""060710091183"":84,""060710008042"":84,""060710008162"":81,""060710020373"":80,""060710091101"":78,""060710023051"":78,""060710020141"":77,""060710091182"":77,""060710020112"":75,""060374002051"":73,""060710008151"":71,""060710020312"":70,""060710008131"":70,""060710020191"":70,""060710020152"":69,""060710008201"":64,""060710020132"":64,""060710020142"":64,""060710020102"":61,""060710020151"":60,""060710008132"":59,""060710021101"":58,""060710020251"":57,""060710020232"":57,""060710020252"":57,""060710020212"":56,""060650438231"":54,""060710020313"":54,""060710008152"":54,""060710020282"":53,""060710008193"":53,""060710020181"":53,""060710100261"":52,""060374002061"":52,""060710020352"":51,""060374002041"":50,""060710100181"":50}","{""060710021101"":262,""060710020211"":173,""060710020312"":145,""060710020341"":135,""060710127001"":126,""060710008242"":91,""060374024041"":87,""060374018003"":86,""060374008001"":75,""060710020222"":74,""060710100172"":67,""060710020221"":66,""060374016021"":64,""060710045101"":59,""060710020191"":57,""060710020152"":56,""060710027042"":56,""060374005011"":56,""060710018031"":55,""060374004022"":54,""060710021091"":53}",38999,"[""ARCO""]","[""starbucks"",""mcdonalds"",""ARCO"",""Chevron"",""In-N-Out Burger"",""Target"",""Jack in the Box"",""SUBWAY"",""walmart"",""7-Eleven US""]","[""Aflac (American Family Life Assurance)""]","[2026,1743,1657,1843,3047,4236,5234,6802,5583,4840,4918,4918,4885,5131,6052,7060,7411,7909,7119,5141,4278,3811,3065,2513]","{""Monday"":14132,""Tuesday"":14101,""Wednesday"":13312,""Thursday"":11878,""Friday"":13458,""Saturday"":13478,""Sunday"":12864}"
60730101111,1538352000,1541030400,21266,5390,"{""060730100142"":187,""060730100151"":100,""060730101092"":86,""060730133102"":79,""060730101112"":74,""060730100122"":66,""060730100132"":60,""060730133131"":58,""060730101121"":56,""060730100091"":55,""060730100053"":54,""060730100092"":51,""060730100051"":51}","{""060730100151"":147,""060730133131"":68}",5052,"[""7-Eleven US"",""Boys & Girls Clubs of America""]","[""7-Eleven US"",""walmart"",""Jack in the Box"",""starbucks"",""ARCO"",""mcdonalds"",""Costco Wholesale Corp."",""Chevron"",""SUBWAY"",""99 Cents Only Stores""]","[""Burger King US"",""Boys & Girls Clubs of America"",""KFC US"",""CARQUEST Auto Parts""]","[1101,1029,1019,969,1069,1176,1314,1847,1783,1404,1428,1621,1675,2060,1955,2019,2204,2268,2300,1918,1727,1552,1360,1172]","{""Monday"":3480,""Tuesday"":3680,""Wednesday"":3437,""Thursday"":2789,""Friday"":3031,""Saturday"":2547,""Sunday"":2302}"
60730170442,1538352000,1541030400,44973,7700,"{""060730095041"":215,""060730170451"":160,""060730170423"":137,""060730170431"":132,""060730170421"":114,""060730170432"":106,""060730083541"":104,""060730170301"":97,""060730170441"":83,""060730170471"":79,""060730170461"":79,""060730083661"":70,""060730170321"":59,""060730208103"":57,""060730170483"":53,""060730170102"":51}","{""060730170492"":249,""060730085111"":175,""060730083461"":166,""060730170226"":160,""060730083391"":102,""060730170321"":101,""060730083501"":91,""060730095041"":85,""060730170333"":75,""060730208063"":50}",10954,"[""Costco Wholesale Corp."",""starbucks""]","[""starbucks"",""Costco Wholesale Corp."",""In-N-Out Burger"",""Vons"",""Jack in the Box"",""ARCO"",""7-Eleven US"",""Target"",""mcdonalds"",""The Home Depot""]",[],"[3897,3841,3815,3785,3990,4116,5205,5528,5037,3739,3452,3584,3948,3739,4963,5688,5512,5978,5998,5003,4749,4514,4163,4016]","{""Monday"":7033,""Tuesday"":7384,""Wednesday"":7105,""Thursday"":5926,""Friday"":6510,""Saturday"":5681,""Sunday"":5334}"
60730198041,1538352000,1541030400,31582,6001,"{""060730198063"":195,""060730200131"":168,""060730198064"":101,""060730221001"":96,""060730198031"":89,""060730178102"":87,""060730171102"":85,""060730200271"":77,""060730200132"":74,""060730198043"":73,""060730178013"":70,""060730185152"":64,""060730198032"":57,""060730187001"":54,""060730178091"":53,""060730221002"":52,""060730185132"":51,""060730221003"":50}","{""060730221001"":218,""060730178013"":133,""060730198064"":110,""060730198063"":110,""060730178091"":78,""060730221002"":70,""060730200131"":55,""060730200271"":50}",8421,"[""Boys & Girls Clubs of America"",""starbucks""]","[""starbucks"",""Costco Wholesale Corp."",""Target"",""In-N-Out Burger"",""Chevron"",""walmart"",""Vons"",""7-Eleven US"",""mcdonalds"",""ARCO""]",[],"[2092,2017,2004,1999,2015,2085,2396,4643,2422,2056,2107,2418,2741,2615,3590,3427,3818,3937,3466,2978,2534,2448,2337,2179]","{""Monday"":5075,""Tuesday"":5039,""Wednesday"":4899,""Thursday"":4323,""Friday"":4893,""Saturday"":3883,""Sunday"":3470}"
60750218003,1538352000,1541030400,9343,3593,{},{},5326,"[""Safeway"",""Shell Oil""]","[""Safeway"",""starbucks"",""Chevron"",""Costco Wholesale Corp."",""Shell Oil"",""Target"",""Walgreens"",""In-N-Out Burger"",""mcdonalds"",""SUBWAY""]",[],"[535,478,518,473,451,471,569,1046,1154,700,567,584,577,649,659,816,887,1024,1037,849,749,691,655,631]","{""Monday"":1453,""Tuesday"":1603,""Wednesday"":1459,""Thursday"":1327,""Friday"":1430,""Saturday"":1081,""Sunday"":990}"
60750353002,1538352000,1541030400,29551,6625,"{""060750354004"":76,""060750354002"":52,""060750329014"":52,""060750353006"":51,""060750353005"":51,""060750329012"":50}","{""060750332011"":164,""060750353001"":138,""060750615001"":88,""060750478013"":63,""060816023001"":62,""060750117001"":56,""060750328013"":51}",5487,[],"[""Safeway"",""Costco Wholesale Corp."",""starbucks"",""Chevron"",""Target"",""Walgreens"",""Shell Oil"",""In-N-Out Burger"",""SUBWAY"",""Trader Joe's""]","[""Walgreens""]","[1301,1271,1215,1206,1231,1378,1610,3143,2894,2243,1808,1943,2040,1952,2369,2770,2795,3137,3081,2363,1934,1759,1688,1515]","{""Monday"":4660,""Tuesday"":4783,""Wednesday"":4716,""Thursday"":3899,""Friday"":4117,""Saturday"":3946,""Sunday"":3430}"
